dataset,window_tag,hidden_tag,group_mode,reference,comparator,n_groups,spearman,kendall,overlap_at_1,overlap_at_3,overlap_at_5,overlap_at_10,rank_mae,rank_mae_norm,rank_rmse,reference_file,comparator_file
FD003,W30_step1,h10,sensors,fulltrust_agg_selection,timetrust_selection,16,0.5676470588235295,0.43333333333333335,0.0,0.3333333333333333,0.6,0.8,3.625,0.24166666666666667,4.286607049870562,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_sensors_timetrust_selection.json
FD003,W30_step1,h10,sensors,fulltrust_agg_selection,weights,16,0.7294117647058823,0.55,1.0,0.6666666666666666,0.8,0.7,2.75,0.18333333333333332,3.391164991562634,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_sensors_weights.json
FD003,W30_step1,h10,windows,fulltrust_agg_selection,randomavg,30,-0.14972191323692993,-0.09425287356321839,0.0,0.0,0.0,0.2,11.333333333333334,0.39080459770114945,13.125039682479695,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_windows_randomavg.json
FD003,W30_step1,h10,windows,fulltrust_agg_selection,timetrust_selection,30,0.7499443826473859,0.5678160919540229,1.0,0.6666666666666666,0.6,0.6,4.666666666666667,0.16091954022988506,6.121002096606949,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_windows_timetrust_selection.json
FD003,W30_step1,h10,windows,fulltrust_agg_selection,weights,30,0.8407119021134594,0.664367816091954,1.0,1.0,0.8,0.7,3.7333333333333334,0.12873563218390804,4.88535225614967,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_windows_weights.json
FD003,W30_step1,h10_10,sensors,fulltrust_agg_selection,randomavg,16,-0.044117647058823525,-0.016666666666666666,0.0,0.3333333333333333,0.2,0.5,5.5,0.36666666666666664,6.661456297237114,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_sensors_randomavg.json
FD003,W30_step1,h10_10,sensors,fulltrust_agg_selection,timetrust_selection,16,0.7558823529411764,0.5833333333333334,1.0,0.3333333333333333,0.6,0.9,2.5,0.16666666666666666,3.2210246816812815,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_sensors_timetrust_selection.json
FD003,W30_step1,h10_10,sensors,fulltrust_agg_selection,weights,16,0.8176470588235294,0.6333333333333333,0.0,0.6666666666666666,0.8,0.8,2.625,0.175,2.7838821814150108,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_sensors_weights.json
FD003,W30_step1,h10_10,windows,fulltrust_agg_selection,randomavg,30,-0.11101223581757509,-0.08045977011494253,0.0,0.0,0.2,0.3,10.866666666666667,0.37471264367816093,12.902196195480313,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_windows_randomavg.json
FD003,W30_step1,h10_10,windows,fulltrust_agg_selection,timetrust_selection,30,0.9047830923248054,0.7425287356321839,1.0,0.6666666666666666,0.6,0.8,2.933333333333333,0.10114942528735632,3.777124126457412,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10_10/rankings/ranking_windows_timetrust_selection.json
